Reason;File;Name;Auth;Year;;
FromReview;zhang2011.pdf;Optimization of PSA Screening Policies: A Comparison of the Patient and Societal Perspectives;Jingyu Zhang, Brian T Denton, Hari Balasubramanian,vNilay D Shah, Brant A Inman;2012;;
Noneg;meester2018.pdf;optimizing colorectal cancer screening by race and sex microsimulation analysis ii to inform the american cancer society colorectal cancer screening guideline;Reinier G S Meester, Elisabeth F P Peterse, Amy B Knudsen, Anne C de Weerdt, Jennifer C Chen, Anna P Lietz, BA Andrea Dwyer, Dennis J Ahnen, Rebecca L Siegel, Robert A Smith, Ann G Zauber, Iris Lansdorp-Vogelaar;2018;;
Noneg;wong2012.pdf;optimizing resource allocation for breast cancer prevention and care among hong kong chinese women;Irene O L Wong, MPhil Janice W H Tsang, Benjamin J Cowling, Gabriel M Leung;2012;;
FromReview;tappenden2007.pdf;option appraisal of population-based colorectal cancer screening programmes in england;Tappenden P, Chilcott J, Eggington S, Patnick J, Sakai H, Karnon J;2007;;
Anton;10.1186@bcr1369.pdf;overdiagnosis and overtreatment of breast cancer microsimulation modelling estimates based on observed screen and clinical data;de Koning HJ, Draisma G, Fracheboud J, de Bruijn A;2007;;
Noneg;nghiem2016.pdf;overtreatment and cost-effectiveness of the see-and-treat strategy for managing cervical precancer;Van T Nghiem, Kalatu R Davies, J Robert Beck, Michele Follen, Scott B Cantor;2016;;
Anton;10.1016@s0959-80490000330-0.pdf;Overview of important cervical cancer screening process values inEuropean Union (EU) countries, and tentative predictions of the corresponding effectiveness and cost-effectiveness;Van Ballegooijen M, Van den Akker-van Marle E, Patnick J, Lynge E, Arbyn M, Anttila A, Ronco G, Dik J, Habbema F;2000;;
Noneg;10.1371@journal.pmed.1002225.pdf;performance and cost-effectiveness of computed tomography lung cancer screening scenarios in a population-based setting a microsimulation modeling analysis in ontario canada;Ten Haaf K, Tammemgi MC, Bondy SJ, van der Aalst CM, Gu S, McGregor SE, Nicholas G, de Koning HJ, Paszat LF,;2016;;
Anton;arnold2018.pdf;personalized mammography screening and screening adherence-a simulation and economic evaluation;Matthias Arnold, Anne S Quante ;2018;;
Noneg;subramanian2017.pdf;Personalized medicine for prevention: can risk stratified screening decrease colorectal cancer mortality at an acceptable cost?;Subramanian Sujha, Bobashev Georgiy, Morris Robert J, Hoover Sonja;2017;;
FromReview;macafee2008.pdf;population screening for colorectal cancer the implications of an ageing population;DAL Macafee, M Waller, DK Whynes, S Moss, JH Scholefield;2008;;
Noneg;marshall2001.pdf;Potential cost-effectiveness of one-time screening for lung cancer (LC) in a high risk cohort;Marshall D, Simpson KN, Earle CC, Chu C;2001;;
q12;kulasingam2003.pdf;Potential Health and Economic Impact of Adding a Human Papillomavirus Vaccine to Screening Programs;Kulasingam SL, Myers ER;2003;;
Noneg;seppnen2008.pdf;predicting impacts of mass-screening policy changes on breast cancer mortality;Seppnen J, Heinvaara S, Hakulinen T;2008;;
Anton;chiu2017.pdf;predicting the effectiveness of the finnish population-based colorectal cancer screening programme;Sherry Yueh-Hsia Chiu, Nea Malila, Amy Ming-Fang Yen,Sam Li-Sheng Chen, Jean Ching-Yuan Fann, Matti Hakama;2017;;
Noneg;parkin2008.pdf;predicting the impact of the screening programme for colorectal cancer in the uk;DM Parkin, P Tappenden, A H Olsen, J Patnick, P Sasieni;2008;;
Noneg;castanon2018.pdf;prediction of cervical cancer incidence in england uk up to 2040 under four scenarios a modelling study;Alejandra Castanon, Rebecca Landy, Francesca Pesola, Peter Windridge, Peter Sasieni;2017;;
Anton;10.1038@bjc.2011.300.pdf;prediction of higher mortality reduction for the uk breast screening frequency trial a model-based approach on screening intervals;NT van Ravesteyn, EAM Heijnsdijk, G Draisma, HJ de Koning;2011;;
q12;canfell2011.pdf;prevention of cervical cancer in rural china evaluation of hpv vaccination and primary hpv screening strategies;Canfell K, Shi JF, Lew JB, Walker R, Zhao FH, Simonella L, Chen JF, Legood R, Smith, Nickson C, Qiao YL;2011;;
Noneg;10.1136@bmj.e670.pdf;Primary screening for human papillomavirus compared with cytology screening for cervical cancer in European settings: costeffectiveness analysis based on a Dutch microsimulation model;de Kok IM, van Rosmalen J, Dillner J, Arbyn M, Sasieni P, Iftner T, van Ballegooijen M;2011;;
Noneg;tafazzoli2009.pdf;probabilistic cost-effectiveness comparison of screening strategies for colorectal cancer;Tafazzoli Ali, Roberts Stephen, Klein Robert, Ness Reid, Dittus Robert;2009;;
Noneg;rojnik2008.pdf;probabilistic cost-effectiveness modeling of different breast cancer screening policies in slovenia;Rojnik K, Naversnik K, Mateovi-Rojnik T, Primiczakelj M;2008;;
q12;bradley2011.pdf;Productivity Savings from Colorectal Cancer Prevention and Control Strategies;Cathy J Bradley, Iris Lansdorp-Vogelaar, K Robin Yabroff,Bassam Dahman, Angela Mariotto, Eric J Feuer, Martin L Brown, ;2011;;
Noneg;melnikow2013.pdf;program-specific cost-effectiveness analysis breast cancer screening policies for a safety-net program;Melnikow J, Tancredi DJ, Yang Z, Ritley D, Jiang Y, Slee C, Popova S, Rylett P, Knutson K, Smalley S;2013;;
Anton;roth2015.pdf;projected clinical resource use and fiscal impacts of implementing low-dose computed tomography lung cancer screening in medicare;By Joshua A Roth, Sean D Sullivan, Bernardo HL Goulart,Arliene Ravelo, Joanna C Sanderson, Scott D Ramsey ;2015;;
FromReview;stensson2013.pdf;Projected cost-effectiveness of repeat high-risk human papillomavirus testing using self-collected vaginal samples in the Swedish cervical cancer screening program;Ellinor Ostensson, Ann-Cathrin Hellstrom, Kristina Hellman, Inger Gustavsson,Ulf Gyllensten, Erik Wilander, Niklas Zethraeus, Sonia Andersson;2013;;
Noneg;coldman2017.pdf;Simulating Results from Trials of Sigmoidoscopy Screening Using the OncoSim Microsimulation Model;Andrew Coldman, Joy Pader, Cynthia Gauvreau,Saima Memon, Natalie Fitzgerald, William Flanagan, ClaudeNadeau, Craig Earle, Michael Wolfson, Anthony Miller, JasonLacombe;2017;;
Anton;10.1080@21645515.2015.1054584.pdf;Projected impact of Cervarix vaccination on oncogenic human papillomavirus infection and cervical cancer in the United Kingdom;Van Effelterre TP, Hogea C, Taylor SM;2015;;
Noneg;stone2005.pdf;prostate cancer the psa test and academic detailing in australian general practice an economic evaluation;Stone CA, May FW, Pinnock CB, Elwood M, Rowett DS;2005;;
Anton;matthijsse2016.pdf;public health benefits of routine human papillomavirus vaccination for adults in the netherlands a mathematical modeling study;Matthijsse SM, Hontelez JA, Naber SK, Rozemeijer K, de Kok IM, Bakker R, van Ballegooijen M, van Rosmalen J, de Vlas SJ;2016;;
Anton;meester2015.pdf;public health impact of achieving 80 colorectal cancer screening rates in the united states by 2018;Reinier G Meester, Chyke A Doubeni, Ann G Zauber, Luuk Goede, Theodore R Levin,Douglas A Corley, Ahmedin Jemal, Iris Lansdorp-Vogelaar;2018;;
Anton;10.1007@s00038-011-0273-5.pdf;public health impact of human papillomavirus vaccination on prevention of cervical cancer in france;El Hasnaoui A, Demarteau N, Granados D, Standaert B, Detournay B;2011;;
Anton;yang2018.pdf;quality assurance target for community-based breast cancer screening in china a model simulation;Lan Yang, Jing Wang, Juan Cheng, Yuan Wang, Wenli Lu;2018;;
Anton;10.2307@40271855.pdf;quantifying the role of psa screening in the us prostate cancer mortality decline;Ruth Etzioni, Alex Tsodikov, Angela Mariotto, Aniko Szabo, Seth Falcon, JakeWegelin, Dante diTommaso, Kent Karnofski, Roman Gulati, David F Penson, Eric Feuer;2008;;
Noneg;heijnsdijk2014.pdf;Cost-effectiveness of Prostate Cancer Screening: A Simulation Study Based on ERSPC Data;E A M Heijnsdijk, T M de Carvalho, A Auvinen, M Zappa,V Nelen, M Kwiatkowski, A Villers, A Pez, S M Moss,T L J Tammela, F Recker, L Denis, SV Carlsson, E M Wever,C H Bangma, F H Schrder, M J Roobol, J Hugosson, H J de Koning;2014;;
Noneg;whyte2012.pdf;reappraisal of the options for colorectal cancer screening in england;Whyte S, Chilcott J, Halloran S;2012;;
Noneg;eaker2001.pdf;reasons women do not attend screening for cervical cancer a population-based study in sweden;Eaker S, Adami H-O, Sparen P;2001;;
Noneg;knudsen2012.pdf;rescreening of persons with a negative colonoscopy result results from a microsimulation model;Amy B Knudsen, Chin Hur, G Scott Gazelle, Deborah Schrag, Elizabeth G McFarland, Karen M Kuntz;2012;;
Anton;nihms451467.pdf;response reading between the lines of cancer screening trials using modeling to understand the evidence;Etzioni Ruth, Gulati Roman;2013;;
FromReview;jeong2013.pdf;Review of economic evidence in the prevention and early detection of colorectal cancer;Kim E Jeong, John A Cairns;2013;;
Noneg;morrell2012.pdf;Screening for prostate cancer using multivariate mixed-effects models;Christopher H Morrell, Larry J Brant, Shan Sheng, E Jeffrey Metter;2012;;
FromReview;lee1998.pdf;Scheduling Periodic Examinations for the Early Detection of Disease: Applications to Breast Cancer;Sandra J Lee, Marvin Zelen;1998;;
Noneg;beemsterboer1998.pdf;screening for breast cancer in catalonia - which policy is to be preferred;Beemsterboer, PMM, Warmerdam, PG, Boer, R, Borras, JM, Moreno, V, Viladiu, P, De Koning, HJ;1998;;
Anton;10.1002@ijc.29136.pdf;Screening for prostate cancer in the US? Reduce the harms and keep the benefit;Tiago M de Carvalho, Eveline AM Heijnsdijk, Harry J de Koning;2014;;
FromReview;10.7326@m13-2263.pdf;Should Colorectal Cancer Screening Be Considered in Elderly Persons Without Previous Screening? A cost-effectiveness Analysis;Frank van Hees, J Dik F Habbema, Reinier G Meester, Iris Lansdorp-Vogelaar, Marjolein van Ballegooijen, Ann G Zauber;2014;;
Noneg;klemi2003.pdf;significant improvement in breast cancer survival through population-based mammography screening;Klemi PJ, Parvinen I, Pylkknen L, Kauhava L, Immonen-Rih P, Rsnen O, Helenius H;2003;;
q12;10.1177@0272989x17711928.pdf;simulating the impact of risk-based screening and treatment on breast cancer outcomes with miscan-fadia;Jeroen J van den Broek, Nicolien T van Ravesteyn,Eveline A Heijnsdijk, Harry J de Koning;2017;;
Noneg;hunter2004.pdf;simulation modeling of change to breast cancer detection age eligibility recommendations in ontario 2002-2021;Hunter DJ, Drake SM, Shortt SE, Dorland JL, Tran N;2004;;
FromReview;10.1016@j.bpg.2010.07.001.pdf;Simulation of colorectal cancer screening: What we do and do not know and does it matter;Marjolein van Ballegooijen, Rob Boer, Ann G Zauber;2010;;
FromReview;underwood2012.pdf;simulation optimization of psa-threshold based prostate cancer screening policies;Daniel J Underwood, Jingyu Zhang, Brian T Denton, Nilay D Shah, Brant A Inman;2012;;
Anton;goldwasser2012.pdf;small median tumor diameter at cure threshold20 mm among aggressive non-small cell lung cancers in male smokers predicts both chest x-ray and ct screening outcomes in a novel simulation framework;Deborah L Goldwasser, Marek Kimmel;2012;;
Noneg;boer1999.pdf;stage distribution at first and repeat examinations in breast cancer screening;Boer R, de Koning H, van Oortmarssen G, Warmerdam P, van der Maas P;1999;;
Noneg;crt-2016-525.pdf;strategic distributional cost-effectiveness analysis for improving national cancer screening uptake in cervical cancer a focus on regional inequality in south korea;Lee TH, Kim W, Shin J, Park EC, Park S, Kim TH,;2018;;
q12;kivutibitok2014.pdf;system dynamics model of cervical cancer vaccination and screening interventions in kenya;Lucy W Kivuti-Bitok, Geoff McDonnell, Roudsari Abdul, Ganesh P Pokhariyal;2014;;
FromReview;mendes2015.pdf;Systematic review of model-based cervical screening evaluations;Diana Mendes, Iren Bains, Tazio Vanni, Mark Jit;2015;;
Anton;felix2016.pdf;the clinical and economic benefits of co-testing versus primary hpv testing for cervical cancer screening a modeling analysis;Juan C Felix, Michael J Lacey, Jeffrey D Miller, Gregory M Lenhart,Mark Spitzer, Rucha Kulkarni;2016;;
FromReview;gangnon2015.pdf;The Contribution of Mammography Screening to Breast Cancer Incidence Trends in the United States: An Updated Age-period-cohort Model;Ronald E Gangnon, Brian L Sprague, Natasha K Stout, Oguz Alagoz, Harald Weedon-Fekjr,Theodore R Holford, Amy Trentham-Dietz,;2015;;
Noneg;field2013.pdf;the contribution of risk prediction models to early detection of lung cancer;Field JK, Chen Y, Marcus MW, Mcronald FE, Raji OY, Duffy SW;2013;;
Noneg;anderson2008.pdf;the cost-effectiveness of cervical screening in australia what is the impact of screening at different intervals or over a different age range;Anderson R, Haas M, Shanahan M;2008;;
Noneg;lejeune2014.pdf;the cost-effectiveness of immunochemical tests for colorectal cancer screening;Lejeune C, Le Gleut K, Cottet V, Galimard C, Durand G, Dancourt V, Faivre J;2014;;
FromReview;wisnivesky2003.pdf;The cost-effectiveness of Low-Dose CT Screening for Lung Cancer*Preliminary Results of Baseline Screening;Juan P Wisnivesky, Alvin I Mushlin, Nachum Sicherman, Claudia Henschke ;2003;;
FromReview;dewilde2004.pdf;the cost-effectiveness of screening programs using single and multiple birth cohort simulations a comparison using a model of cervical cancer;Dewilde S, Anderson R;2004;;
Noneg;sander2016.pdf;the cost-utility of integrated cervical cancer prevention strategies in the ontario setting - can we do better;Beate Sandera, William WL Wong, Man Wah Yeung, Orges Ormanidhi,Karen Atkin, Joan Murphy, Murray Krahn, Shelley L Deeks,;2016;;
FromReview;lee2018.pdf;The Dana-Farber CISNET Model for BreastCancer Screening Strategies: An Update;Sandra J Lee, Xiaoxue Li, Hui Huang, Marvin Zelen;2017;;
q12;birnbaum2016.pdf;the effect of treatment advances on the mortality results of breast cancer screening trials a microsimulation model;Birnbaum J, Gadi VK, Markowitz E, Etzioni R;2016;;
Noneg;campos2017.pdf;the health and economic impact of scaling cervical cancer prevention in 50 low- and lower-middle-income countries;Nicole G Campos, Monisha Sharma, Andrew Clark, Kyueun Lee, Fangli Geng, Catherine Regan, Jane Kim, Stephen Resch;2017;;
q12;tay2011.pdf;the impact of cytology screening and hpv vaccination on the burden of cervical cancer;Tay K, Tay SK;2011;;
Anton;hestbech2015.pdf;the impact of hpv vaccination on future cervical screening a simulation study of two birth cohorts in denmark;Mie Sara Hestbech, Elsebeth Lynge, Jakob Kragstrup, Volkert Siersma,Miguel Vazquez-Prada Baillet, John Brodersen;2015;;
Noneg;ventura2014.pdf;the impact of immunochemical faecal occult blood testing on colorectal cancer incidence;Leonardo Ventura, Paola Mantellini, Grazia Grazzini, Guido Castiglione, Carlotta Buzzoni,Tiziana Rubeca, Claudio Sacchettini, Eugenio Paci, Marco Zappa ;2014;;
Anton;han2017.pdf;The impact of overdiagnosis on the selection of efficient lung cancer screening strategies;Summer S Han, Kevin ten Haaf, William D Hazelton, Vidit N Munshi, Jihyoun Jeon,Saadet A Erdogan, Colden Johanson, Pamela M McMahon, Rafael Meza, Chung YinKong, Eric J Feuer, Harry J de Koning, Sylvia K Plevritis;2017;;
Noneg;goede2015.pdf;the impact of stratifying by family history in colorectal cancer screening programs;Simon Lucas Goede, Linda Rabeneck, Iris Lansdorp-Vogelaar, Ann G Zauber, Lawrence F Paszat,Jeffrey S Hoch, Jean HE Yong, Frank van Hees, Jill Tinmouth, Marjolein van Ballegooijen;2015;;
Noneg;peterse2018.pdf;the impact of the rising colorectal cancer incidence in young adults on the optimal age to start screening microsimulation analysis i to inform the american cancer society colorectal cancer screening guideline;Elisabeth FP Peterse, Reinier GS Meester, Rebecca L Siegel, Jennifer C Chen, Andrea Dwyer, Dennis J Ahnen, Robert A Smith, Ann G Zauber, Iris Lansdorp-Vogelaar, ;2018;;
Noneg;omahony2014.pdf;the influence of disease risk on the optimal time interval between screens for the early detection of cancer a mathematical approach;OMahony JF, van Rosmalen J, Mushkudiani NA, Goudsmit FW, Eijkemans MJ, Heijnsdijk EA, Steyerberg EW, Habbema JD;2014;;
Noneg;chauvin2013.pdf;The influence of waiting times on cost-effectiveness: a case study of colorectal cancer mass screening;Chauvin P, Josselin JM, Heresbach D;2013;;
Anton;wu2012.pdf;The Lead Time Distribution When Lifetime is Subject to Competing Risks in Cancer Screening;Wu D, Kafadar K, Rosner GL, Broemeling LD;2012;;
Anton;schillerfruehwirth2017.pdf;the long-term effectiveness and cost-effectiveness of organized versus opportunistic screening for breast cancer in austria;Irmgard Schiller-Fruehwirth, Beate Jahn, Patrick Einzinger,Gunther Zauner,Christoph Urach, Uwe Siebert;2017;;
Noneg;loeve1999.pdf;the miscan-colon simulation model for the evaluation of colorectal cancer screening;Loeve F, Boer R, van Oortmarssen GJ, van Ballegooijen M, Habbema JDF;1999;;
Anton;muhlberger2015.pdf;the oncotyrol prostate cancer outcome and policy model effect of prevalence assumptions on the benefit-harm balance of screening;Nikolai Muehlberger, Christina Kurzthaler, Rowan Iskandar,Murray D Krahn, Karen E Bremner, Willi Oberaigner, Helmut Klocker, Wolfgang Horninger, Annette Conrads-Frank, Gaby Sroczynski, Siebert Uwe;2015;;
q12;sinanovic2009.pdf;the potential cost-effectiveness of adding a human papillomavirus vaccine to the cervical cancer screening programme in south africa;Sinanovic E, Moodley J, Barone, Mall S, Cleary S, Harries J;2009;;
Noneg;naber2016.pdf;the potential harms of primary human papillomavirus screening in over-screened women a microsimulation study;Naber SK, de Kok IM, Matthijsse SM, van Ballegooijen M;2016;;
Anton;korostil2014.pdf;The potential impact of HPV-16 reactivation on prevalence in older Australians;Korostil IA, Regan DG;2014;;
Noneg;canfell2004.pdf;the predicted effect of changes in cervical screening practice in the uk results from a modelling study;Canfell K, Barnabas R, Patnick J, Beral V;2004;;
Noneg;castro2005.pdf;the relation of breast cancer staging to screening protocol compliance a computer simulation study;Castro F, Carter KJ, Kessler E, Erickson BA, Kseibi SA;2005;;
Anton;matthijsse2015.pdf;the role of acquired immunity in the spread of human papillomavirus hpv explorations with a microsimulation model;Matthijsse SM, van Rosmalen J, Hontelez JA, Bakker R, de Kok IM, van Ballegooijen M, de Vlas SJ;2015;;
Noneg;siddiqui2011.pdf;the role of physician reminders in faecal occult blood testing for colorectal cancer screening;Muhammed Rafay Sameem Siddiqui, Muhammad Shafiq Sajid,Kamran Khatri, Bipul Kanri, Elizabeth Cheek, Mirza Khurrum Baig;2011;;
q12;lgj008.pdf;the spectrum population model of the impact of screening and treatment on us breast cancer trends from 1975 to 2000 principles and practice of the model methods;Mandelblatt J, Schechter CB, Lawrence W, Yi B, Cullen J;2006;;
Noneg;lgj010.pdf;the university of rochester model of breast cancer detection and survival;Hanin LG, Miller A, Zorin AV, Yakovlev AY;2006;;
q12;feuer2004.pdf;The use of modeling to understand the impact of screening on US mortality: examples from mammography and PSA testing;Feuer EJ, Etzioni R, Cronin KA, Mariotto A;2004;;
Noneg;older.pdf;the value of colonoscopic colorectal cancer screening of adults aged 50 to 64 years;Kathryn Fitch, Pyenson Bruce, Blumen Helen, Weisman Thomas, Small Art;2015;;
Anton;burger2014.pdf;the value of improving failures within a cervical cancer screening program an example from norway;Burger EA, Kim JJ;2014;;
q12;sharma2015.pdf;The value of male human papillomavirus vaccination in preventing cervical cancer and genital warts in a low-resource setting;Sharma M, Sy S, Kim JJ;2015;;
Noneg;lgj007.pdf;the wisconsin breast cancer epidemiology simulation model;Dennis G Fryback, Natasha K Stout, Marjorie A Rosenberg, Amy Trentham-Dietz,Vipat Kuruchittham, Patrick L Remington;2006;;
Noneg;10.7326@0003-4819-156-9-201205010-00002.pdf;tipping the balance of benefits and harms to favor screening mammography starting at age 40 years a comparative modeling study of risk;van Ravesteyn NT, Miglioretti DL, Stout NK, Lee SJ, Schechter CB, Buist DS, Huang H, Heijnsdijk EA, Trentham-Dietz A, Alagoz O, Near AM, Kerlikowske K, Nelson HD, Mandelblatt JS, de Koning HJ;2012;;
Noneg;campos2017 (1).pdf;The Cost-Effectiveness of Visual Triage of Human Papillomavirus-Positive Women in Three Low- and Middle-Income Countries;Nicole G Campos, Jose Jeronimo, Vivien Tsu, Philip E Castle, Mercy Mvundura, Jane J Kima;2017;;
Noneg;jgi_05076.pdf;toward optimal screening strategies for older women costs benefits and harms of breast cancer screening by age biology and health status;Jeanne S Mandelblatt, Clyde B Schechter, K Robin Yabroff,William Lawrence, James Dignam, Martine Extermann,Sarah Fox, Gretchen Orosz, Rebecca Silliman,Jennifer Cullen, Lodovico Balducci;2005;;
Anton;choi2010.pdf;transmission dynamic modelling of the impact of human papillomavirus vaccination in the united kingdom;Choi YH, Jit M, Gay N, Cox A, Garnett GP, Edmunds WJ;2010;;
Noneg;bergstrm1999.pdf;trends in cancer of the cervix uteri in sweden following cytological screening;Bergstrom R, Sparen P, Adami H-O;1999;;
Anton;barnett2017.pdf;two-stage biomarker protocols for improving the precision of early detection of prostate cancer;Christine L Barnett, Scott A Tomlins, Daniel J Underwood,John T Wei, Todd M Morgan, James E Montie, Brian T Denton ;2017;;
Noneg;campbell2016.pdf;understanding the effects of competition for constrained colonoscopy services with the introduction of population-level colorectal cancer screening a discrete event simulation model;Leslie Anne Campbell, John T Blake, George Kephart,Eva Grunfeld, Donald MacIntosh, ;2016;;
q12;beaber2015.pdf;Unifying Screening Processes Within the PROSPR Consortium: A Conceptual Model for Breast, Cervical,and Colorectal Cancer Screening;Beaber EF, Kim JJ, Schapira MM, Tosteson AN, Zauber AG, Geiger AM, Kamineni A, Weaver DL, Tiro JA Population-based Research Optimizing Screening through Personalized Regimens Consortium;2015;;
Noneg;duffy2009.pdf;Use of lung cancer risk models in planning research and service programs in CT screening for lung cancer;Duffy SW, Raji OY, Agbaje OF, Allgood PC, Cassidy A, Field JK;2009;;
Noneg;ramsey2000.pdf;SIMULATION MODELING  OF OUTCOMES AND COST-EFFECTIVENESS ;Ramsey SD, McIntosh M, Etzioni R, Urban N;2000;;
Noneg;ramos2005.pdf;Use of risk projection models to estimate mortality and incidence from radiation-induced breast cancer in screening programs;M Ramos, S Ferrer, J I Villaescusa, G Verdu, M D Salas, M D Cuevas;2005;;
Noneg;carney2014.pdf;using computational modeling to assess the impact of clinical decision support on cancer screening improvement strategies within the community health centers;Jay Timothy Carney, Morgan Geoffrey P, Jones Josette, Anna M McDaniel, Michael Weaver, Bryan Weiner, David A Haggstrom ;2014;;
Noneg;sharp2013.pdf;Using resource modelling to inform decision making and service planning: the case of colorectal cancer screening in Ireland;Linda Sharp, Lesley Tilson, Sophie Whyte, Alan O Ceilleachair, Cathal Walsh, Cara Usher, Paul Tappenden,James Chilcott, Anthony Staines, Michael Barry, Harry Comber;2013;;
Noneg;taghipour2016.pdf;using simulation to model and validate invasive breast cancer progression in women in the study and control groups of the canadian national breast screening studies i and ii;Taghipour S, Caudrelier LN, Miller AB, Harvey B;2016;;
Noneg;mclay2010.pdf;using simulation-optimization to construct screening strategies for cervical cancer;Laura A McLay, Christodoulos Foufoulides, Jason R W Merrick;2010;;
Noneg;coldman2015.pdf;using the cancer risk management model to evaluate colorectal cancer screening options for canada;Coldman A J, Phillips N, Brisson J, Flanagan W, Wolfson M, Nadeau C, Fitzgerald N, Miller A B;2013;;
Anton;rutter2016.pdf;validation of models used to inform colorectal cancer screening guidelines accuracy and implications;Carolyn M Rutter, Amy B Knudsen, Tracey L Marsh,V Paul Doria-Rose, Eric Johnson, Chester Pabiniak,Karen M Kuntz, Marjolein van Ballegooijen,Ann G Zauber, Iris Lansdorp-Vogelaar;2016;;
Anton;nevalainen2017.pdf;what explains the differences between centres in the european screening trial a simulation study;Jaakko Nevalainen, Ulf-Hkan Stenman, Teuvo L Tammela, Monique Roobol,Sigrid Carlsson, Kirsi Talala, Fritz H Schrder, Anssi Auvinen;2017;;
Noneg;lynge2006.pdf;What happens when organization of cervical cancer screening is delayed or stopped?;Lynge E, Clausen LB, Guignard R, Poll P;2006;;
Noneg;document(1).pdf;What is the most cost-effective screening regimen for colon cancer?;Susan Griffith, Kevin Y Kane;2001;;
q12;mandelblatt2013.pdf;which strategies reduce breast cancer mortality most;Jeanne Mandelblatt, Nicolien van Ravesteyn, Clyde Schechter, Yaojen Chang, An-Tsun Huang, Aimee M Near, Harry de Koning, Ahmedin Jemal ;2013;;
Noneg;belkar2005.pdf;why worry about awareness in choice problems econometric analysis of screening for cervical cancer;Belkar R, Fiebig DG, Haas M, Viney R;2005;;
FromReview;mandelblatt2016.pdf;Collaborative Modeling of the Benefits and Harms Associated With Different U.S. Breast Cancer Screening Strategies;Jeanne S Mandelblatt, Natasha K Stout, Clyde B Schechter, Jeroen J van den Broek, Diana L Miglioretti, Martin Krapcho, Amy Trentham-Dietz, Diego Munoz, Sandra J Lee, Donald A Berry, Nicolien T van Ravesteyn, Oguzhan Alagoz, Karla Kerlikowske, Anna NA Tosteson, Aimee M Near, Amanda Hoeffken, Yaojen Chang, Eveline A Heijnsdijk, Gary Chisholm, Xuelin Huang, Hui Huang, Mehmet Ali Ergun, Ronald Gangnon, Brian L Sprague, Sylvia Plevritis, Eric Feuer, Harry J de Koning, Kathleen A Cronin;2016;;
Noneg;loeve2000.pdf;Endoscopic Colorectal Cancer Screening: a Cost-Saving Analysis;Franka Loeve, Martin L Brown, Rob Boer, Marjolein van Ballegooijen, Gerritt J van Oortmarssen, J Dik F Habbema;2000;;
Anton;nihms331310.pdf;Long-term Projections of the Number Needed to Screen and Additional Number Needed to Treat in Prostate Cancer Screening;Roman Gulati, Angela B Mariotto, Shu Chen, John L Gore, Ruth Etzioni ;2011;;
Noneg;clries2013.pdf;Predicting the Change in Breast Cancer Deaths in Spain by 2019;Ramon Clries, Jose Miguel Martnez, Victor Moreno, Yutaka Yasui, Josepa Ribes, Josep Maria Borras;2013;;
Noneg;sawaya2003.pdf;Risk of Cervical Cancer Associated with Extending the Interval between Cervical-Cancer Screenings;George F Sawaya, K John McConnell, Shalini L Kulasingam, Herschel W Lawson,Karla Kerlikowske, Joy Melnikow, Nancy C Lee, Ginny Gildengorin,Evan R Myers, A Eugene Washington, ;2003;;
FromReview;lansdorpvogelaar2010.pdf;Stool DNA Testing to Screen for Colorectal Cancer in the Medicare Population;Iris Lansdorp-Vogelaar, Karen M Kuntz, Amy B Knudsen, Janneke A Wilschut, Ann G Zauber, Marjolein van Ballegooijen, ;2010;;
Noneg;campos2016.pdf;To Expand Coverage, or Increase Frequency: Quantifying the Tradeoffs between Equity and Efficiency Facing Cervical Cancer Screening Programs in Low-Resource Settings;Nicole G Campos, Vivien Tsu, Jose Jeronimo, Mercy Mvundura, Kyueun Lee, Jane J Kim;2016;;
Missed;campos2017_3.pdf;Evidence-based policy choices for efficient and equitable cervical cancer screening programs in low-resource settings.;Nicole G Campos, Vivien Tsu, Jose Jeronimo, Mercy Mvundura, Jane J Kim;2017;;
Missed;campos2017_4.pdf;Cost-effectiveness of HPV-based cervical cancer screening in the public health system in Nicaragua.;Nicole G Campos, Mercy Mvundura, Jose Jeronimo, Francesca Holme,Elisabeth Vodicka, Jane J Kim;2017;;
Missed;coldman2017_2.pdf;Simulating results from trials of sigmoidoscopy screening using the OncoSim microsimulation model;Andrew Coldman, Joy Pader, Cynthia Gauvreau,Saima Memon, Natalie Fitzgerald, William Flanagan, ClaudeNadeau, Craig Earle, Michael Wolfson, Anthony Miller, JasonLacombe;2017;;
Missed;cronin1998.pdf;Assessing uncertainty in microsimulation modelling with application to cancer screening interventions.;Kathleen A. Cronin, Julie M. Legler, Ruth D. Etzioni;1998;;
Missed;Dongfeng2012.pdf;INFERENCE OF LONG TERM EFFECTS AND OVERDIAGNOSIS IN PERIODIC CANCER SCREENING;Dongfeng Wu, Karen Kafadar, Gary L. Rosner;2012;;
Missed;Economic_Models_Workshop.pdf;economic models of colorectal cancer screening in average-risk adults: workshop summary;Michael Pignone, Louise Russell, Judith Wagner;2005;;
Missed;fett2001.pdf;Computer modelling of the Swedish two county trial of mammographic screening and trade offs between participation and screening interval;Fett, MJ;2001;;
Missed;fitzgerald2015.pdf;Eligibility for low-dose computerized tomography screening among asbestos-exposed individuals;Fitzgerald NR, Flanagan WM, Evans WK, Miller AB;2015;;
