mark;title;abstract;journal;authors;pubmed_keywords;;;;;;;;;;;;;;
1;Value Of Waiving Coinsurance For Colorectal Cancer Screening In Medicare Beneficiaries.;Abstract Financial barriers to colorectal cancer screening persist despite the Affordable Care Act (ACA). Medicare beneficiaries may face 20 percent coinsurance for a screening colonoscopy when the procedure includes the removal of polyps or follows a positive fecal screening test. Using an established microsimulation model, we estimated that waiving this coinsurance would result in 1.7 fewer colorectal cancer deaths (a decrease of 13 percent) and $17,000 higher colorectal cancer-related costs (an increase of 0.6 percent) for the Centers for Medicare and Medicaid Services per 1,000 sixty-five-year-olds, assuming a 10-percentage-point increase in the rates of first colonoscopy screening, follow-up, and surveillance. If the rates did not change, waiving coinsurance would increase total costs by $51,000 (1.9 percent) per 1,000 sixty-five-year-olds. Estimated screening benefits were comparable when fecal testing was assumed to be the primary screening method. Moreover, waiving coinsurance would be cost-effective if the screening rate increased by 0.6 percentage points, assuming a willingness-to-pay threshold of $50,000 per quality-adjusted life-year gained. Thus, the waiver is likely to have a favorable balance of health and cost impact.;Health Aff (Millwood). 2017 Dec.36(12):2151-2159. doi: 10.1377/hlthaff.2017.0228.;Peterse EFP1, Meester RGS2, Gini A3, Doubeni CA4, Anderson DS5, Berger FG6, Zauber AG7, Lansdorp-Vogelaar I8.;Research Support, N.I.H., Extramural,Aged,Colonoscopy/economics,Colonoscopy/statistics & numerical data,Colorectal Neoplasms/diagnosis*,Cost-Benefit Analysis/economics,Cost-Benefit Analysis/methods,Deductibles and Coinsurance/economics,Deductibles and Coinsurance/statistics & numerical data*,Early Detection of Cancer/economics*,Female,Humans,Male,Mass Screening/economics*,Medicare/economics*,Medicare/statistics & numerical data,Medicare/trends,Occult Blood,United States,P30 CA008748/CA/NCI NIH HHS/United States,U01 CA199335/CA/NCI NIH HHS/United States;;;;;;;;;;;;;;
0;Validity and coverage of estimates of relative accuracy.;Abstract PURPOSE: Studies comparing test accuracy often restrict the confirmation procedure to subjects classified as positive by either test. Relative sensitivity (RSN) and relative false-positive rate (RFP) are two estimable comparative measures of accuracy. This article evaluates the influence of sample size, disease prevalence, and test accuracy on the validity of point estimates of RSN and RFP, and on the coverage of their confidence intervals (CI). METHODS: For each combination of sample size, disease prevalence, test accuracy, and interdependence between tests 1,000 samples were generated using computer simulations. The percent bias in the RSN and RFP estimates was measured by comparing the means of the 1,000 values computed in each simulation (log-transformed) with their theoretical values. Coverage of the estimated CI was measured by computing the proportion that actually included the theoretical values. Application of these methods was illustrated with data from a study comparing mammography and physical examination in screening for breast cancer. RESULTS: RSN estimates were valid if the true number of diseased cases exceeded 30, and RFP estimates were valid if the number of nondiseased subjects exceeded 200. When the numbers of diseased and nondiseased subjects exceeded 150 each, the 95% CI of RSN and RFP provided adequate coverage of the parameters (95 +/- 2%). CONCLUSION: Sample size is the most important variable for the validity and coverage of RSN and RFP estimates. For small samples, validity and coverage of RSN and RFP also depend on the accuracy of each test and on the degree of interdependence between the tests.;Ann Epidemiol. 2000 May.10(4):251-60.;Cheng H1, Macaluso M, Hardin JM.;Adult,Breast Neoplasms/epidemiology,Confidence Intervals,Epidemiologic Methods*,False Positive Reactions,Female,Humans,Mass Screening,Middle Aged,Models, Statistical*,Predictive Value of Tests,Reproducibility of Results,Sensitivity and Specificity;;;;;;;;;;;;;;
0;Utilization of papanicolaou smears by South Asian women living in the United States.;Abstract OBJECTIVES: Papanicolaou (Pap) smears are an underutilized screening modality among racial and ethnic minorities. However, no data exist on Pap smear utilization among South Asians, a rapidly growing population in the United States, whose country of origin includes India, Pakistan, Bangladesh, and Sri Lanka. We determined rates and identified variables associated with Pap smear receipt by South Asians. DESIGN: A self-administered survey instrument was mailed to a random sample of South Asians nationwide over a 3-month time period. South Asian households were identified by surnames that were used to search white pages in telephone directories, Department of Motor Vehicle records, and voter registries. Questions regarding Pap smear receipt were taken from the 1999 National Health Interview Survey. Sociodemographic information and measures of acculturation were obtained. PARTICIPANTS: A nationwide nonprobability sample of South Asian women. INTERVENTION: Cross-sectional observational study. MEASUREMENTS AND MAIN RESULTS: The overall response rate was 42%. In this sample, South Asians belonged to a high socioeconomic strata (SES), with 45% having a household income of >$80,000 and 42% having a master's degree. Three quarters of the respondents (73%) reported having a Pap smear in the last 3 years. In multivariate logistic regression analysis, South Asian women had greater odds of having had a Pap smear if they were married (P <.001), more educated (P =.004), had a usual source of care (P =.002), and were more acculturated (P =.004). CONCLUSIONS: Despite the high SES of South Asian women, their rates of Pap smear receipt were lower than national recommendations. Marital status, socioeconomic status, and acculturation are all associated with Pap smear receipt. South Asian communities should be targeted for outreach to promote Pap smear utilization.;J Gen Intern Med. 2003 May.18(5):377-84.;Chaudhry S1, Fink A, Gelberg L, Brook R.;Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, P.H.S.,Adolescent,Adult,Aged,Aged, 80 and over,Asia, Western/ethnology,Cross-Sectional Studies,Female,Humans,Male,Mass Screening/utilization,Middle Aged,Models, Statistical,Papanicolaou Test*,United States/epidemiology,Uterine Cervical Neoplasms/diagnosis*,Uterine Cervical Neoplasms/ethnology,Vaginal Smears/statistics & numerical data,Vaginal Smears/utilization*,R01 HS010597/HS/AHRQ HHS/United States,1 R01 HS10597-01A2/HS/AHRQ HHS/United States;;;;;;;;;;;;;;
0;Using the interactive systems framework to support a quality improvement approach to dissemination of evidence-based strategies to promote early detection of breast cancer: planning a comprehensive dynamic trial.;Abstract Dissemination efforts must optimize interventions for new settings and populations. As such, dissemination research should incorporate principles of quality improvement. Comprehensive Dynamic Trial (CDT) designs examine how information gained during dissemination may be used to modify interventions and improve performance. Although CDT may offer distinct advantages over static designs, organizing the many necessary roles and activities is a significant challenge. In this article, we discuss use of the Interactive Systems Framework for Dissemination and Implementation to systematically implement a CDT. Specifically, we describe Bronx ACCESS  a program designed to disseminate evidence-based strategies to promote adherence to mammography guidelines. In Bronx ACCESS, the Intervention Delivery System will elicit information needed to adapt strategies to specific settings and circumstances. The Intervention Synthesis and Translation System will use this information to test changes to strategies through embedded experiments. The Intervention Support System will build local capacities found to be necessary for intervention institutionalization. Simulation modeling will be used to integrate findings across systems. Results will inform on-going policy debate about interventions needed to promote population-level screening. More generally, this project is intended to advance understanding of research paradigms necessary to study dissemination.;Am J Community Psychol. 2012 Dec.50(3-4):497-517. doi: 10.1007/s10464-012-9518-6.;;;;;;;;;;;;;;;;
1;Using Simulation to Model and Validate Invasive Breast Cancer Progression in Women in the Study and Control Groups of the Canadian National Breast Screening Studies I and II.;Abstract BACKGROUND: Modeling breast cancer progression and the effect of various risk is helpful in deciding when a woman should start and end screening, and how often the screening should be undertaken. METHODS: We modeled the natural progression of breast cancer using a hidden Markov process, and incorporated the effects of covariates. Patients are women aged 50-59 (older) and 40-49 (younger) years from the Canadian National Breast Screening Studies. We included prevalent cancers, estimated the screening sensitivities and rates of over-diagnosis, and validated the models using simulation. RESULTS: We found that older women have a higher rate of transition from a healthy to preclinical state and other causes of death but a lower rate of transition from preclinical to clinical state. Reciprocally, younger women have a lower rate of transition from a healthy to preclinical state and other causes of death but a higher rate of transition from a preclinical to clinical state. Different risk factors were significant for the age groups. The mean sojourn times for older and younger women were 2.53 and 2.96 years, respectively. In the study group, the sensitivities of the initial physical examination and mammography for older and younger women were 0.87 and 0.81, respectively, and the sensitivity of the subsequent screens were 0.78 and 0.53, respectively. In the control groups, the sensitivities of the initial physical examination for older and younger women were 0.769 and 0.671, respectively, and the sensitivity of the subsequent physical examinations for the control group aged 50-59 years was 0.37. The upper-bounds for over-diagnosis in older and younger women were 25% and 27%, respectively. CONCLUSIONS: The present work offers a basis for the better modeling of cancer incidence for a population with the inclusion of prevalent cancers.;Med Decis Making. 2017 Feb.37(2):212-223. doi: 10.1177/0272989X16660711. Epub 2016 Jul 28.;Taghipour S1, Caudrelier LN2, Miller AB3, Harvey B3.;Research Support, Non-U.S. Gov't,Adult,Age Factors,Breast Neoplasms/diagnosis,Breast Neoplasms/epidemiology,Breast Neoplasms/pathology*,Canada/epidemiology,Disease Progression*,Female,Humans,Incidence,Mammography/statistics & numerical data,Markov Chains*,Middle Aged,Physical Examination/statistics & numerical data,Reproducibility of Results,Risk Factors,Sensitivity and Specificity,Time Factors,CIHR/Canada;;;;;;;;;;;;;;
0;Using Natural Language Processing to Extract Abnormal Results From Cancer Screening Reports.;Abstract OBJECTIVES: Numerous studies show that follow-up of abnormal cancer screening results, such as mammography and Papanicolaou (Pap) smears, is frequently not performed in a timely manner. A contributing factor is that abnormal results may go unrecognized because they are buried in free-text documents in electronic medical records (EMRs), and, as a result, patients are lost to follow-up. By identifying abnormal results from free-text reports in EMRs and generating alerts to clinicians, natural language processing (NLP) technology has the potential for improving patient care. The goal of the current study was to evaluate the performance of NLP software for extracting abnormal results from free-text mammography and Pap smear reports stored in an EMR. METHODS: A sample of 421 and 500 free-text mammography and Pap reports, respectively, were manually reviewed by a physician, and the results were categorized for each report. We tested the performance of NLP to extract results from the reports. The 2 assessments (criterion standard versus NLP) were compared to determine the precision, recall, and accuracy of NLP. RESULTS: When NLP was compared with manual review for mammography reports, the results were as follows: precision, 98% (96%-99%). recall, 100% (98%-100%). and accuracy, 98% (96%-99%). For Pap smear reports, the precision, recall, and accuracy of NLP were all 100%. CONCLUSIONS: Our study developed NLP models that accurately extract abnormal results from mammography and Pap smear reports. Plans include using NLP technology to generate real-time alerts and reminders for providers to facilitate timely follow-up of abnormal results.;J Patient Saf. 2017 Sep.13(3):138-143. doi: 10.1097/PTS.0000000000000127.;Moore CR1, Farrag A, Ashkin E.;Research Support, N.I.H., Extramural,Adult,Early Detection of Cancer/methods*,Female,Humans,Mass Screening,Middle Aged,Natural Language Processing*,Neoplasms/diagnosis*,Young Adult,UL1 TR001111/TR/NCATS NIH HHS/United States;;;;;;;;;;;;;;
0;Using lifetime risk estimates to recommend magnetic resonance imaging screening for breast cancer survivors.;Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Breast Neoplasms/diagnosis*,Breast Neoplasms/mortality,Breast Neoplasms/therapy,Female,Guideline Adherence,Humans,Magnetic Resonance Imaging*,Mass Screening/methods*,Models, Statistical,Neoplasm Recurrence, Local/diagnosis*,Neoplasm Recurrence, Local/mortality,Neoplasm Recurrence, Local/therapy,Neoplasm Staging,Practice Guidelines as Topic,Predictive Value of Tests,Risk Assessment,Risk Factors,Survivors/statistics & numerical data*,Time Factors,Treatment Outcome,1K07 CA118629/CA/NCI NIH HHS/United States;;;Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Breast Neoplasms/diagnosis*,Breast Neoplasms/mortality,Breast Neoplasms/therapy,Female,Guideline Adherence,Humans,Magnetic Resonance Imaging*,Mass Screening/methods*,Models, Statistical,Neoplasm Recurrence, Local/diagnosis*,Neoplasm Recurrence, Local/mortality,Neoplasm Recurrence, Local/therapy,Neoplasm Staging,Practice Guidelines as Topic,Predictive Value of Tests,Risk Assessment,Risk Factors,Survivors/statistics & numerical data*,Time Factors,Treatment Outcome,1K07 CA118629/CA/NCI NIH HHS/United States;;;;;;;;;;;;;;
0;Using a genetic-fuzzy algorithm as a computer aided diagnosis tool on Saudi Arabian breast cancer database.;Abstract The computer-aided diagnosis has become one of the major research topics in medical diagnostics. In this research paper, we focus on designing an automated computer diagnosis by combining two major methodologies, namely the fuzzy base systems and the evolutionary genetic algorithms and applying them to the Saudi Arabian breast cancer diagnosis database, to be employed for assisting physicians in the early detection of breast cancers, and hence obtaining an early-computerized diagnosis complementary to that by physicians. Our hybrid algorithm, the genetic-fuzzy algorithm, has produced optimized diagnosis systems that attain high classification performance, in fact, our best three rule system obtained a 97% accuracy, with simple and well interpretive rules, and with a good degree of confidence of 91%.;Math Biosci. 2017 Apr.286:39-48. doi: 10.1016/j.mbs.2017.02.002. Epub 2017 Feb 6.;Alharbi A1, Tchier F2.;Research Support, Non-U.S. Gov't,Algorithms*,Breast Neoplasms/diagnosis*,Databases, Factual,Diagnosis, Computer-Assisted*,Fuzzy Logic*,Humans,Models, Genetic*,Saudi Arabia;;;;;;;;;;;;;;
1;Use of risk projection models to estimate mortality and incidence from radiation-induced breast cancer in screening programs.;Abstract The authors report on a method to calculate radiological risks, applicable to breast screening programs and other controlled medical exposures to ionizing radiation. In particular, it has been applied to make a risk assessment in the Valencian Breast Cancer Early Detection Program (VBCEDP) in Spain. This method is based on a parametric approach, through Markov processes, of hazard functions for radio-induced breast cancer incidence and mortality, with mean glandular breast dose, attained age and age-at-exposure as covariates. Excess relative risk functions of breast cancer mortality have been obtained from two different case-control studies exposed to ionizing radiation, with different follow-up time: the Canadian Fluoroscopy Cohort Study (1950--1987) and the Life Span Study (1950--1985 and 1950--1990), whereas relative risk functions for incidence have been obtained from the Life Span Study (1958--1993), the Massachusetts tuberculosis cohorts (1926--1985 and 1970--1985), the New York post-partum mastitis patients (1930--1981) and the Swedish benign breast disease cohort (1958--1987). Relative risks from these cohorts have been transported to the target population undergoing screening in the Valencian Community, a region in Spain with about four and a half million inhabitants. The SCREENRISK software has been developed to estimate radiological detriments in breast screening. Some hypotheses corresponding to different screening conditions have been considered in order to estimate the total risk associated with a woman who takes part in all screening rounds. In the case of the VBCEDP, the total radio-induced risk probability for fatal breast cancer is in a range between [5 x 10(-6), 6 x 10(-4)] versus the natural rate of dying from breast cancer in the Valencian Community which is 9.2 x 10(-3). The results show that these indicators could be included in quality control tests and could be adequate for making comparisons between several screening programs.;Phys Med Biol. 2005 Feb 7.50(3):505-20.;Ramos M1, Ferrer S, Villaescusa JI, Verdú G, Salas MD, Cuevas MD.;Research Support, Non-U.S. Gov't,Adult,Age Factors,Age of Onset,Breast Neoplasms/diagnosis*,Breast Neoplasms/etiology,Breast Neoplasms/mortality*,Case-Control Studies,Cohort Studies,Female,Humans,Incidence,Mammography,Markov Chains,Mass Screening,Models, Statistical,Models, Theoretical,Neoplasms, Radiation-Induced/diagnosis*,Neoplasms, Radiation-Induced/mortality*,Proportional Hazards Models,Risk,Spain;;;;;;;;;;;;;;
0;Use of Medicare claims data to measure county-level variation in breast carcinoma incidence and mammography rates.;Abstract BACKGROUND: National-level population-based data about breast carcinoma incidence and its association with screening mammography are currently not available. METHODS: Inpatient, hospital outpatient and physician/supplier Medicare claims were used to identify incident cases of breast carcinoma in women > or = 65 years from 1996 to 1997 and calculate county-level incidence rates. The 1994-1995 claims data were used to determine county-level rates of mammography, and determine the correlation with incidence. RESULTS: The median 2-year incidence rate for women > or = 65 was 979/100,000, and substantial variation in incidence between counties was observed. (i.e. 25th percentile 789/100,000, 75th percentile 1186/100,000). Two-year county-level mammography rates also varied among counties (i.e. 25th percentile 30.5%, 75th percentile 40.9%) and were higher in white women than in black women (median 36.8 and 26.3%, respectively). Counties with higher rates of mammography also had higher age-adjusted incidence rates. CONCLUSIONS: Medicare claims may provide an alternative source of population-based data, particularly for areas in which registry data are not readily available, or are of limited scope. The data highlight the geographic variation in incidence and screening rates that may be useful for targeted interventions, and also suggest that mammography remains in a growth phase.;Cancer Detect Prev. 2002.26(3):197-202.;Cooper GS1, Yuan Z, Jethva RN, Rimm AA.;Research Support, Non-U.S. Gov't,Aged,Breast Neoplasms/epidemiology*,Carcinoma/epidemiology*,Female,Geography,Humans,Incidence,Linear Models,Local Government,Mammography/statistics & numerical data*,Medicare/statistics & numerical data*,United States/epidemiology;;;;;;;;;;;;;;
1;Use of lung cancer risk models in planning research and service programs in CT screening for lung cancer.;Abstract Computed tomography screening for lung cancer is now being tested in a number of international trials. The long-term success of the approach in the future National Screening Programme is dependent upon identifying populations at sufficient risk of lung cancer that the benefit-harm ratio of the intervention is likely to be high. There are a number of lung cancer risk prediction models currently available. We review these, and demonstrate, using the Liverpool Lung Project risk prediction model as a case study, the potential for use of a risk prediction model in the design of a randomized trial of lung cancer screening and in the planning of a service screening program.;Expert Rev Anticancer Ther. 2009 Oct.9(10):1467-72. doi: 10.1586/era.09.87.;Duffy SW1, Raji OY, Agbaje OF, Allgood PC, Cassidy A, Field JK.;Research Support, Non-U.S. Gov't,Review,Humans,Lung Neoplasms/diagnosis*,Lung Neoplasms/etiology,Mass Screening/methods,Models, Statistical*,Program Development/methods,Risk,Risk Factors,Tomography, X-Ray Computed/methods*,G9900432/Medical Research Council/United Kingdom;;;;;;;;;;;;;;
0;Use of forecasted assessment of quality of life to validate time-trade-off utilities and a prostate cancer screening decision-analytic model.;Abstract PURPOSE: To determine whether the forecasted assessment of how someone would feel in a future health state can be predictive of utilities (e.g. as elicited by the time-trade-off method) and also predictive of optimal decisions as determined by a decision-analytic model. METHODS: We elicited time-trade-off utilities for prostate cancer treatment outcomes from 168 men. We also elicited forecasted assessments, that is, an informal, non-quantitative, descriptive evaluation, of impotence and incontinence from these men. We used multivariate regression analysis to explore the relationship between forecasted assessment and reluctance to trade length for improved quality of life, that is, the unwillingness to trade length of life for improved quality of life in the time-trade-off utility assessment and the relationship between the forecasted assessments and the optimal decision of whether to undergo screening for prostate cancer as determined from a previously published decision-analytic model. RESULTS: Importance of sexual function was strongly related to impotence utilities (P < 0.05). Based on the multivariate analysis, significant predictors for the utility of severe incontinence were family income, family history of prostate cancer, work status and attitude towards needing to wear an incontinence pad. However, no variables were statistically significant predictors for the utility of complete impotence. The importance of sexual functioning was a significant predictor of the optimal decision. CONCLUSION: Anticipated difficulty adjusting to adverse health effects were highly related to preferences and could be used as a proxy measure of utility. Similarly, the importance of sexual functioning, a future preference, was highly related to the optimal decision, which validates our previously published decision-analytic model. � 2013 John Wiley & Sons Ltd.;Health Expect. 2015 Oct.18(5):1610-20. doi: 10.1111/hex.12150. Epub 2013 Oct 23.;Cantor SB1, Deshmukh AA1, Krahn MD2, Volk RJ3.;Research Support, U.S. Gov't, P.H.S.,Aged,Decision Making*,Early Detection of Cancer*,Erectile Dysfunction,Forecasting*,Humans,Male,Middle Aged,Models, Statistical,Multivariate Analysis,Postoperative Complications,Prognosis,Prostatic Neoplasms/therapy*,Quality of Life*,Regression Analysis,Urinary Incontinence,D32-PE10158/PE/BHP HRSA HHS/United States,R01-HS08992-01/HS/AHRQ HHS/United States;;;;;;;;;;;;;;
0;Use of artificial neural networks in modeling associations of discriminant factors: towards an intelligent selective breast cancer screening.;Abstract In order to improve the costs/benefits ratio of breast cancer (BC) screenings, the author evaluated the performance of a back-propagation artificial neural network (ANN) to predict an outcome (cancer/not cancer) to be used as classificator. Networks were trained on data from familial history of cancer, and sociodemographic, gynecoobstetric and dietary variables. The ANN achieved up to 94.04% of positive predictive value and 97.60% of negative predictive value. Results could operate as guidelines for preselecting women who would be considered as a BC high-risk subpopulation. The procedure--not only based on age factor, but on a multifactorial basis--appears to be a promising method of achieving a more efficient detection of preclinical, asymptomatic BC cases.;Artif Intell Med. 1999 Jul.16(3):299-309.;Ronco AL1.;Breast Neoplasms/diagnosis*,Female,Humans,Mass Screening/methods,Neural Networks (Computer)*;;;;;;;;;;;;;;
1;Use of a mathematical model to evaluate breast cancer screening policy.;Abstract A model of breast cancer screening was developed, in which the processes of tumour origination and growth, detection of tumours at screening, presentation of women with cancers to their GP, and of survival after diagnosis were modelled parametrically. The model was fitted to data from the North-West of the UK, for 413 women who screened positive, and for 761 women who developed interval cancers. Model validation comprised verification that the final model fitted the data adequately, together with the comparison of model predictions with findings by other workers. The mathematical model was used to assess different screening policies, and to ask what if questions. Taking the cost of breast cancer to be the sum of the cost of screening and the cost of PYLL (person years of life lost due to cancer), the optimal screening policy was calculated. The costs of the current policy and of other possible screening policies were found, together with their effects on life lost and on mortality. The tentative conclusion was that if monies can be found to extend the screening programme, for example to carry out one more screen per woman, most benefit would be obtained by reducing the start age of screening by 3 years.;Health Care Manag Sci. 1998 Oct.1(2):103-13.;Baker RD1.;Aged,Breast Neoplasms/diagnosis*,Evaluation Studies as Topic,Female,Health Policy*,Humans,Mass Screening/standards*,Middle Aged,Models, Statistical,Program Evaluation,United Kingdom;;;;;;;;;;;;;;
